CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,variant
21176,64,Female,2,7,1,9,Standard,Monthly,720,18,0,A
21177,57,Male,31,1,6,26,Standard,Annual,840,23,1,A
21178,60,Female,47,25,3,4,Basic,Quarterly,849,19,0,B
21179,27,Female,30,29,5,9,Premium,Quarterly,729,5,0,B
21180,41,Male,60,13,2,12,Standard,Annual,856,2,0,A
21181,37,Male,29,18,8,18,Premium,Annual,217,7,1,A
21182,40,Male,22,24,5,5,Standard,Quarterly,595,29,0,B
21183,27,Female,49,7,1,11,Standard,Monthly,950,12,0,A
21184,38,Male,38,2,1,30,Basic,Monthly,414,13,0,B
21185,59,Male,34,4,1,16,Basic,Quarterly,733,12,0,B
21186,45,Male,35,7,2,15,Basic,Monthly,482,9,0,A
21187,64,Female,29,21,5,26,Standard,Annual,145,16,1,A
21188,28,Male,46,29,10,7,Basic,Annual,875,15,0,B
21189,32,Male,35,18,0,24,Premium,Annual,338,21,0,B
21190,31,Female,58,20,9,0,Premium,Annual,457,2,0,A
21191,36,Male,2,12,7,10,Premium,Monthly,159,13,0,A
21192,30,Male,14,15,4,15,Premium,Annual,140,10,0,B
21193,54,Male,36,6,5,1,Standard,Annual,169,11,0,A
21194,63,Female,3,6,7,0,Basic,Monthly,624,6,0,B
21195,62,Female,28,1,8,23,Premium,Annual,686,30,1,A
21196,61,Male,15,23,10,15,Standard,Quarterly,232,15,0,B
21197,19,Female,44,10,2,25,Basic,Monthly,547,26,1,B
21198,49,Female,30,13,6,30,Premium,Annual,716,27,1,A
21199,40,Female,46,6,3,20,Premium,Annual,898,10,0,B
21200,50,Female,36,13,0,6,Standard,Monthly,905,4,0,A
21201,52,Female,28,1,2,25,Standard,Quarterly,921,29,0,B
21202,26,Female,10,17,9,25,Premium,Monthly,308,7,1,B
21203,58,Female,2,23,7,19,Standard,Monthly,113,30,0,A
21204,38,Female,54,15,2,7,Standard,Quarterly,335,30,0,B
21205,50,Male,7,30,8,4,Premium,Quarterly,378,18,0,A
21206,32,Female,56,6,10,16,Standard,Annual,869,22,1,A
21207,33,Male,56,8,10,26,Basic,Quarterly,587,1,1,A
21208,61,Female,9,2,5,8,Standard,Annual,627,20,1,B
21209,57,Male,13,3,2,22,Basic,Annual,153,19,0,B
21210,50,Male,31,13,8,12,Standard,Quarterly,253,26,0,B
21211,38,Male,27,9,2,23,Basic,Annual,322,9,0,A
21212,45,Female,59,13,0,13,Premium,Monthly,960,2,0,B
21213,35,Female,47,16,5,12,Basic,Monthly,783,3,0,B
21214,53,Female,37,18,9,30,Basic,Monthly,842,19,1,A
21215,63,Male,8,11,9,27,Basic,Quarterly,195,25,0,A
21216,44,Female,16,25,1,18,Premium,Monthly,516,19,0,B
21217,50,Male,46,8,5,17,Premium,Quarterly,194,5,1,B
21218,61,Male,34,5,5,14,Basic,Monthly,286,30,1,B
21219,35,Male,38,21,5,19,Standard,Monthly,883,5,1,B
21220,27,Female,56,30,8,9,Basic,Quarterly,122,14,0,A
21221,38,Male,9,15,5,18,Premium,Monthly,851,30,0,B
21222,28,Female,24,13,4,2,Premium,Quarterly,114,13,0,A
21223,31,Female,8,3,2,19,Standard,Annual,774,3,0,A
21224,29,Male,8,18,5,1,Standard,Annual,255,26,0,B
21225,42,Female,22,16,0,19,Basic,Annual,301,4,0,A
21226,29,Male,18,12,6,10,Premium,Quarterly,421,13,0,B
21227,25,Female,22,18,4,30,Standard,Annual,717,21,0,A
21228,25,Female,8,22,10,5,Standard,Quarterly,232,19,0,B
21229,28,Male,29,5,2,8,Basic,Quarterly,335,10,0,B
21230,61,Female,58,17,4,1,Premium,Quarterly,880,5,0,A
21231,33,Female,23,6,3,10,Premium,Quarterly,355,3,0,A
21232,24,Male,11,9,2,29,Premium,Quarterly,308,20,0,A
21233,37,Male,16,2,6,30,Standard,Monthly,395,26,0,B
21234,36,Female,58,5,9,29,Basic,Monthly,788,13,1,B
21235,46,Female,12,11,0,24,Premium,Monthly,723,27,1,B
21236,26,Male,60,7,1,23,Basic,Annual,801,26,0,B
21237,64,Female,21,10,1,22,Basic,Quarterly,823,10,0,A
21238,53,Male,6,5,5,17,Premium,Quarterly,657,12,1,B
21239,25,Male,10,23,10,11,Premium,Annual,789,27,0,A
21240,26,Female,39,15,8,8,Premium,Monthly,259,17,0,B
21241,63,Female,55,9,2,1,Basic,Annual,707,5,0,B
21242,52,Female,20,5,1,11,Standard,Quarterly,658,1,0,B
21243,18,Male,4,15,9,10,Premium,Monthly,685,11,0,A
21244,56,Female,18,1,6,24,Premium,Quarterly,657,13,1,A
21245,51,Male,38,4,0,1,Standard,Annual,579,16,0,B
21246,44,Male,38,13,3,5,Premium,Quarterly,102,15,0,B
21247,21,Male,37,16,7,5,Basic,Monthly,216,15,0,A
21248,63,Female,21,2,5,14,Standard,Annual,561,11,1,A
21249,34,Male,58,27,9,26,Premium,Quarterly,598,10,1,A
21250,32,Female,6,15,1,12,Basic,Monthly,240,10,0,B
21251,28,Male,56,29,10,25,Basic,Monthly,403,15,1,A
21252,52,Male,55,21,6,27,Basic,Quarterly,927,19,1,A
21253,48,Female,16,14,7,11,Premium,Monthly,973,14,0,A
21254,19,Male,14,29,1,18,Premium,Annual,911,7,0,A
21255,55,Male,51,13,9,20,Standard,Monthly,594,19,1,B
21256,22,Female,59,2,9,14,Standard,Quarterly,354,9,0,B
21257,60,Female,19,10,9,8,Standard,Monthly,775,12,0,A
21258,24,Female,29,14,0,21,Standard,Quarterly,671,17,0,B
21259,44,Female,13,4,10,17,Premium,Quarterly,406,9,0,A
21260,64,Female,29,12,0,28,Standard,Annual,914,24,0,B
21261,20,Female,30,18,1,1,Basic,Quarterly,448,16,0,A
21262,62,Female,29,4,3,19,Premium,Monthly,489,23,0,A
21263,50,Female,40,3,5,1,Premium,Annual,416,30,0,B
21264,32,Male,25,15,9,28,Standard,Quarterly,234,13,1,A
21265,57,Male,19,18,10,12,Standard,Monthly,560,24,0,A
21266,62,Female,28,19,9,8,Standard,Monthly,544,13,0,B
21267,24,Female,59,20,10,30,Standard,Monthly,816,28,1,B
21268,58,Male,51,9,5,10,Standard,Quarterly,847,28,0,A
21269,56,Male,32,9,4,1,Standard,Annual,768,25,0,B
21270,62,Female,30,18,1,16,Premium,Quarterly,706,4,0,A
21271,40,Female,10,13,9,22,Standard,Quarterly,736,18,0,B
21272,65,Male,46,23,7,12,Premium,Annual,480,9,0,A
21273,50,Male,50,11,6,13,Basic,Annual,515,11,0,A
21274,25,Male,54,12,4,21,Basic,Quarterly,469,9,0,B
21275,57,Male,39,24,0,25,Premium,Quarterly,181,20,0,B
21276,27,Male,6,21,8,6,Basic,Annual,828,17,0,B
21277,42,Male,21,28,8,10,Basic,Monthly,304,21,0,B
21278,53,Male,43,4,5,23,Premium,Quarterly,114,12,1,A
21279,46,Female,14,28,1,16,Basic,Annual,540,11,0,A
21280,28,Female,2,20,7,20,Standard,Quarterly,919,11,0,B
21281,58,Male,8,21,0,27,Premium,Monthly,602,22,0,B
21282,32,Female,51,15,1,12,Basic,Monthly,418,22,0,A
21283,63,Female,1,19,5,14,Basic,Monthly,410,10,0,A
21284,29,Male,8,21,4,29,Basic,Quarterly,786,9,0,B
21285,49,Female,19,5,5,11,Standard,Annual,507,11,0,A
21286,49,Female,1,4,2,27,Basic,Quarterly,479,8,1,A
21287,65,Female,44,8,3,16,Standard,Annual,370,13,0,B
21288,55,Female,45,4,5,0,Premium,Quarterly,299,21,1,A
21289,27,Male,8,22,7,29,Standard,Monthly,263,23,0,B
21290,33,Male,4,20,9,5,Basic,Quarterly,482,26,0,A
21291,34,Male,7,9,4,30,Standard,Annual,319,29,0,B
21292,41,Female,60,13,5,8,Premium,Quarterly,347,15,0,B
21293,36,Male,1,28,0,6,Basic,Annual,182,3,0,B
21294,40,Male,15,28,9,20,Standard,Annual,165,1,0,B
21295,34,Female,54,2,9,6,Basic,Quarterly,300,13,0,B
21296,63,Male,57,12,1,10,Premium,Quarterly,952,28,0,B
21297,44,Female,59,11,9,30,Standard,Quarterly,228,1,1,B
21298,20,Female,17,24,1,3,Basic,Monthly,346,20,0,A
21299,50,Female,44,13,4,30,Basic,Monthly,822,26,1,A
21300,59,Female,50,12,5,15,Basic,Monthly,664,20,0,B
21301,48,Female,36,15,0,16,Standard,Annual,668,2,0,B
21302,64,Male,29,17,3,21,Premium,Annual,244,6,0,A
21303,21,Female,42,7,1,28,Standard,Annual,336,5,1,B
21304,53,Female,20,21,7,2,Standard,Annual,331,8,0,B
21305,40,Female,58,28,2,2,Basic,Monthly,636,19,0,B
21306,51,Male,55,19,2,28,Premium,Quarterly,841,19,0,A
21307,60,Female,37,3,3,6,Premium,Monthly,196,30,0,A
21308,54,Female,55,27,4,8,Basic,Quarterly,498,28,0,B
21309,50,Female,3,15,7,12,Premium,Quarterly,235,1,0,B
21310,45,Female,32,6,4,19,Basic,Quarterly,367,6,0,A
21311,25,Female,2,23,5,1,Basic,Quarterly,292,7,0,B
21312,24,Female,14,21,4,25,Standard,Quarterly,440,7,1,B
21313,65,Female,11,18,9,22,Basic,Quarterly,197,18,1,A
21314,21,Male,48,29,0,16,Standard,Quarterly,905,26,0,A
21315,23,Male,57,17,10,15,Premium,Annual,386,27,0,B
21316,54,Male,11,14,5,24,Basic,Quarterly,313,19,0,B
21317,62,Male,7,2,5,27,Premium,Monthly,562,30,1,B
21318,63,Female,30,19,5,3,Premium,Quarterly,645,27,0,A
21319,24,Male,31,9,5,14,Standard,Monthly,141,29,0,B
21320,46,Male,36,2,3,14,Basic,Monthly,452,9,0,B
21321,55,Male,19,7,1,5,Basic,Quarterly,198,23,0,B
21322,52,Female,33,7,6,6,Premium,Quarterly,985,2,0,A
21323,22,Male,60,30,8,8,Basic,Quarterly,991,16,0,B
21324,47,Female,53,25,1,17,Standard,Annual,427,25,0,B
21325,32,Female,33,16,4,23,Basic,Annual,699,11,0,B
21326,42,Male,1,4,8,1,Standard,Annual,254,17,0,A
21327,35,Female,46,16,10,0,Basic,Annual,777,2,0,B
21328,61,Female,22,19,10,1,Basic,Quarterly,797,24,0,B
21329,29,Male,58,9,9,4,Standard,Monthly,545,27,0,B
21330,57,Female,43,30,5,3,Premium,Quarterly,518,26,0,B
21331,59,Female,56,28,10,6,Basic,Annual,354,28,0,B
21332,25,Male,55,22,3,9,Standard,Annual,782,17,0,B
21333,25,Female,24,20,8,7,Premium,Monthly,663,2,0,A
21334,55,Male,14,10,0,14,Premium,Monthly,867,30,0,B
21335,47,Female,12,12,8,11,Basic,Annual,283,24,0,B
21336,64,Female,20,26,3,7,Premium,Quarterly,862,30,0,B
21337,21,Male,60,12,3,1,Basic,Monthly,250,5,0,A
21338,34,Female,11,4,0,9,Premium,Quarterly,961,22,0,B
21339,30,Female,9,4,7,7,Basic,Monthly,962,20,0,A
21340,52,Female,20,2,10,18,Premium,Quarterly,765,16,1,B
21341,32,Male,1,23,2,12,Premium,Monthly,795,15,0,A
21342,31,Female,45,3,3,13,Standard,Annual,245,18,0,B
21343,39,Male,22,15,8,18,Premium,Quarterly,276,14,0,A
21344,53,Female,11,19,6,22,Premium,Quarterly,335,11,1,A
21345,53,Male,47,10,3,0,Premium,Quarterly,161,4,0,B
21346,19,Female,14,16,9,11,Basic,Quarterly,429,24,0,A
21347,19,Male,4,23,1,20,Basic,Quarterly,584,29,0,A
21348,18,Male,8,28,7,14,Basic,Monthly,498,14,0,A
21349,54,Male,8,12,1,26,Standard,Quarterly,336,8,0,B
21350,50,Female,40,30,4,28,Standard,Quarterly,451,13,1,B
21351,18,Male,53,22,3,27,Premium,Annual,921,11,0,B
21352,22,Male,21,21,1,13,Standard,Monthly,509,6,0,B
21353,61,Female,60,2,2,6,Basic,Monthly,904,14,0,B
21354,41,Female,30,2,10,18,Premium,Quarterly,590,28,1,B
21355,39,Male,43,26,9,24,Standard,Annual,381,20,1,B
21356,65,Female,19,8,10,29,Basic,Monthly,661,17,1,A
21357,20,Female,5,26,3,20,Standard,Monthly,329,5,0,B
21358,51,Male,54,19,7,27,Premium,Annual,951,8,1,B
21359,24,Male,44,25,2,28,Basic,Annual,967,3,0,A
21360,29,Male,28,9,3,22,Premium,Quarterly,892,15,0,B
21361,22,Male,51,18,3,20,Standard,Monthly,854,28,0,A
21362,29,Male,3,6,6,16,Premium,Monthly,958,9,0,A
21363,46,Male,49,18,3,30,Basic,Annual,570,4,0,B
21364,63,Female,47,6,10,22,Standard,Annual,233,11,1,A
21365,28,Male,32,30,6,20,Premium,Annual,104,29,1,B
21366,40,Male,30,4,6,17,Premium,Monthly,517,4,1,A
21367,20,Female,13,17,7,3,Premium,Monthly,665,2,0,B
21368,27,Male,33,28,10,4,Premium,Quarterly,282,23,0,A
21369,20,Female,19,25,4,9,Basic,Monthly,873,19,0,A
21370,21,Male,9,21,9,5,Basic,Monthly,649,30,0,A
21371,38,Male,38,27,2,21,Basic,Quarterly,292,10,0,B
21372,33,Male,29,3,6,18,Standard,Annual,621,1,1,B
21373,36,Male,23,30,8,21,Basic,Annual,370,16,0,B
21374,53,Male,13,15,9,20,Standard,Quarterly,651,18,0,A
21375,54,Female,53,10,7,18,Premium,Annual,851,20,1,B
21376,61,Female,30,17,8,21,Basic,Quarterly,289,21,1,A
21377,35,Female,18,10,1,24,Basic,Quarterly,460,17,1,A
21378,38,Female,7,10,8,30,Premium,Monthly,681,11,1,B
21379,21,Female,30,1,7,21,Basic,Annual,969,6,1,B
21380,46,Female,49,26,4,1,Premium,Annual,747,11,0,A
21381,45,Male,37,30,4,14,Standard,Monthly,339,14,0,A
21382,26,Male,10,15,3,12,Standard,Monthly,314,6,0,B
21383,64,Male,41,4,5,9,Basic,Monthly,489,10,1,B
21384,37,Male,25,17,1,0,Basic,Monthly,993,16,0,B
21385,26,Male,20,12,1,24,Premium,Quarterly,403,9,0,A
21386,45,Male,3,9,10,11,Basic,Annual,962,17,0,B
21387,57,Male,42,17,10,2,Basic,Annual,631,3,0,B
21388,38,Male,33,14,6,8,Premium,Quarterly,773,2,0,A
21389,30,Male,12,20,4,30,Standard,Quarterly,360,11,0,B
21390,60,Female,52,8,2,29,Basic,Quarterly,522,25,0,B
21391,44,Male,12,2,10,16,Premium,Monthly,214,16,0,A
21392,58,Female,48,25,5,24,Basic,Quarterly,219,23,1,B
21393,45,Female,43,8,6,27,Premium,Annual,936,4,1,A
21394,21,Female,30,24,1,13,Standard,Annual,493,21,0,A
21395,32,Female,47,7,10,7,Basic,Annual,434,29,0,B
21396,31,Female,51,11,2,7,Premium,Annual,675,15,0,B
21397,18,Male,26,3,7,11,Basic,Annual,924,4,0,A
21398,50,Female,13,21,0,7,Premium,Annual,953,27,0,B
21399,47,Male,5,14,7,7,Basic,Monthly,735,26,0,A
21400,59,Female,21,13,2,26,Premium,Quarterly,664,4,0,B
21401,34,Male,12,16,0,14,Standard,Quarterly,893,12,0,B
21402,40,Female,28,18,5,14,Basic,Monthly,681,13,0,A
21403,18,Male,52,23,4,3,Basic,Quarterly,772,13,0,B
21404,26,Female,19,24,7,25,Premium,Monthly,104,18,1,B
21405,51,Female,12,30,6,8,Standard,Monthly,476,10,0,B
21406,59,Male,10,12,4,18,Standard,Annual,380,18,0,A
21407,60,Female,43,29,8,19,Premium,Quarterly,838,5,1,B
21408,30,Female,19,26,4,16,Premium,Quarterly,910,27,0,A
21409,50,Male,42,15,9,14,Standard,Monthly,681,13,0,A
21410,50,Female,5,16,1,13,Premium,Monthly,315,17,0,A
21411,62,Male,17,2,3,0,Standard,Annual,962,29,0,B
21412,21,Male,33,28,6,16,Basic,Annual,902,30,1,A
21413,62,Male,35,23,7,19,Basic,Annual,405,30,1,A
21414,23,Female,60,21,1,3,Premium,Monthly,476,12,0,B
21415,59,Male,9,26,10,29,Premium,Annual,103,8,0,A
21416,33,Female,15,19,9,29,Premium,Quarterly,433,2,1,A
21417,35,Female,56,2,8,18,Basic,Monthly,731,7,1,A
21418,41,Male,11,1,5,30,Standard,Quarterly,353,18,0,A
21419,22,Male,55,26,3,16,Basic,Monthly,123,8,0,A
21420,53,Male,35,22,3,15,Basic,Quarterly,249,6,0,A
21421,39,Female,41,3,9,10,Premium,Monthly,819,11,0,B
21422,29,Male,8,25,3,18,Premium,Annual,805,20,0,A
21423,30,Male,46,8,5,10,Premium,Monthly,882,15,0,B
21424,18,Male,46,22,7,15,Basic,Monthly,521,23,0,B
21425,39,Female,30,11,5,22,Standard,Monthly,162,4,1,A
21426,22,Female,49,9,5,13,Basic,Annual,226,29,0,B
21427,47,Female,21,8,8,20,Basic,Annual,969,20,0,A
21428,57,Female,16,20,3,27,Basic,Annual,631,25,0,A
21429,29,Male,8,30,9,19,Premium,Monthly,641,27,0,B
21430,56,Male,49,18,4,26,Standard,Annual,121,26,0,B
21431,18,Female,29,7,4,26,Premium,Annual,206,22,1,B
21432,25,Male,32,22,1,28,Standard,Annual,665,20,0,A
21433,27,Male,35,16,9,19,Premium,Quarterly,575,28,1,A
21434,44,Female,29,20,9,28,Basic,Annual,881,24,1,B
21435,31,Female,33,23,5,15,Premium,Annual,992,13,0,A
21436,63,Male,42,13,7,28,Basic,Monthly,758,6,1,A
21437,49,Female,15,11,0,2,Standard,Quarterly,662,1,0,A
21438,31,Female,13,4,4,26,Basic,Quarterly,144,30,1,B
21439,48,Female,47,11,1,1,Basic,Monthly,136,12,0,B
21440,20,Male,14,9,5,19,Standard,Quarterly,101,6,0,A
21441,47,Male,53,30,4,17,Basic,Annual,987,24,0,B
21442,56,Female,48,12,1,13,Premium,Annual,719,14,0,A
21443,48,Male,47,28,0,13,Premium,Annual,223,1,0,A
21444,48,Male,59,27,3,26,Premium,Monthly,366,24,0,B
21445,44,Female,32,17,3,21,Basic,Monthly,635,17,1,B
21446,24,Female,13,2,6,7,Premium,Quarterly,771,1,0,A
21447,26,Male,2,26,0,10,Standard,Quarterly,410,13,0,B
21448,35,Male,29,28,0,6,Premium,Quarterly,988,27,0,A
21449,37,Female,3,8,6,0,Premium,Monthly,738,15,0,B
21450,62,Male,58,22,5,15,Basic,Annual,522,13,0,A
21451,30,Male,11,10,7,13,Premium,Quarterly,286,5,0,B
21452,44,Female,42,14,1,28,Premium,Monthly,423,16,1,B
21453,39,Female,30,17,10,19,Premium,Annual,651,6,1,A
21454,65,Female,49,21,6,8,Standard,Quarterly,157,29,0,A
21455,20,Male,1,7,7,25,Premium,Quarterly,528,6,0,B
21456,33,Female,51,16,2,16,Standard,Quarterly,777,30,0,B
21457,64,Female,20,5,2,27,Standard,Monthly,552,15,1,B
21458,43,Male,60,29,4,27,Basic,Monthly,807,17,0,A
21459,27,Male,45,28,7,15,Basic,Quarterly,243,17,0,A
21460,42,Male,8,15,1,18,Basic,Monthly,650,26,0,B
21461,52,Female,7,23,7,28,Standard,Monthly,723,4,1,A
21462,42,Female,57,16,10,7,Basic,Quarterly,926,30,0,B
21463,42,Female,8,7,3,9,Standard,Annual,421,19,0,B
21464,36,Male,43,19,0,5,Standard,Quarterly,153,24,0,B
21465,52,Male,13,15,0,1,Basic,Monthly,597,28,0,A
21466,49,Female,42,17,2,23,Premium,Monthly,623,7,1,B
21467,34,Male,44,15,2,4,Basic,Quarterly,436,14,0,B
21468,23,Male,38,8,9,6,Premium,Quarterly,153,14,0,B
21469,31,Female,44,12,0,5,Standard,Quarterly,609,15,0,B
21470,24,Female,4,15,9,27,Basic,Monthly,584,1,1,A
21471,53,Female,43,3,5,2,Basic,Quarterly,352,26,1,B
21472,45,Male,38,7,1,2,Premium,Quarterly,863,19,0,B
21473,31,Male,29,7,7,25,Basic,Quarterly,253,18,1,B
21474,48,Male,22,3,9,4,Standard,Annual,507,22,0,B
21475,22,Male,47,8,2,11,Standard,Quarterly,491,21,0,B
21476,48,Male,30,8,6,17,Premium,Quarterly,959,10,1,A
21477,47,Female,7,6,2,12,Basic,Monthly,268,1,0,A
21478,27,Female,49,27,5,6,Basic,Annual,328,9,0,B
21479,43,Male,5,12,1,11,Premium,Quarterly,452,20,0,B
21480,34,Male,42,1,3,28,Basic,Monthly,660,4,0,B
21481,23,Female,22,9,10,1,Basic,Monthly,722,19,0,A
21482,39,Female,41,4,10,22,Basic,Monthly,295,18,1,B
21483,55,Female,3,29,10,8,Basic,Monthly,926,10,0,A
21484,36,Male,51,16,9,15,Basic,Monthly,217,20,0,A
21485,38,Female,17,25,6,1,Basic,Monthly,279,30,0,B
21486,49,Male,39,6,2,10,Premium,Quarterly,272,26,0,B
21487,33,Male,48,3,3,5,Basic,Quarterly,343,25,0,B
21488,23,Female,55,17,0,12,Standard,Quarterly,665,6,0,A
21489,46,Male,27,26,2,4,Basic,Monthly,907,25,0,B
21490,18,Male,42,24,3,26,Premium,Annual,707,29,0,B
21491,18,Female,6,19,6,16,Premium,Annual,636,18,0,A
21492,36,Female,31,1,8,10,Basic,Quarterly,281,6,0,B
21493,65,Female,58,23,5,28,Standard,Annual,660,12,1,B
21494,31,Female,8,16,3,15,Premium,Monthly,417,21,0,A
21495,62,Female,42,13,7,19,Basic,Annual,823,27,1,A
21496,62,Female,58,22,3,3,Standard,Monthly,697,27,0,A
21497,61,Male,13,30,6,14,Standard,Quarterly,981,19,0,B
21498,42,Male,53,6,9,26,Basic,Monthly,863,1,1,B
21499,25,Male,15,20,0,23,Premium,Monthly,627,7,0,B
21500,36,Male,56,26,3,28,Premium,Annual,580,1,0,A
21501,59,Male,14,30,9,27,Standard,Quarterly,318,19,0,B
21502,51,Male,15,26,6,20,Standard,Annual,488,25,0,A
21503,31,Male,19,26,2,0,Premium,Quarterly,777,14,0,B
21504,40,Male,25,17,5,1,Basic,Quarterly,365,22,0,B
21505,29,Male,27,8,7,3,Premium,Annual,109,9,0,A
21506,65,Male,21,25,8,7,Premium,Quarterly,306,6,0,B
21507,25,Male,56,4,10,30,Basic,Monthly,227,14,1,A
21508,59,Female,14,27,10,20,Premium,Annual,836,1,0,A
21509,34,Female,57,14,8,4,Basic,Quarterly,804,26,0,B
21510,52,Male,28,28,1,22,Standard,Quarterly,143,14,0,B
21511,18,Male,57,14,4,13,Premium,Annual,961,26,0,B
21512,53,Male,5,1,6,2,Premium,Annual,710,13,1,A
21513,46,Female,31,4,10,0,Premium,Quarterly,464,6,0,A
21514,56,Female,29,10,6,5,Standard,Monthly,757,19,0,A
21515,30,Female,17,10,9,27,Standard,Annual,162,12,1,A
21516,27,Female,53,8,6,10,Basic,Monthly,603,27,0,B
21517,65,Male,15,28,10,13,Basic,Monthly,236,5,0,A
21518,19,Female,20,10,4,30,Basic,Annual,945,12,0,A
21519,29,Male,32,4,6,15,Premium,Annual,338,13,0,B
21520,41,Male,33,24,5,0,Basic,Annual,306,10,0,B
21521,40,Male,9,18,5,20,Standard,Monthly,567,13,0,A
21522,19,Male,18,8,3,26,Standard,Monthly,422,2,0,B
21523,55,Female,6,21,1,23,Premium,Quarterly,257,28,1,B
21524,40,Female,44,10,9,2,Premium,Annual,511,26,0,B
21525,53,Female,57,7,5,19,Premium,Monthly,103,21,1,A
21526,28,Female,49,14,5,22,Premium,Monthly,397,6,1,A
21527,63,Female,2,29,5,5,Premium,Monthly,587,12,0,B
21528,23,Male,20,22,8,22,Standard,Quarterly,717,22,0,B
21529,24,Female,60,30,9,26,Basic,Annual,304,25,1,A
21530,65,Male,20,8,8,2,Basic,Monthly,955,17,0,B
21531,51,Male,12,8,4,6,Basic,Annual,194,26,0,A
21532,27,Female,53,9,10,4,Premium,Monthly,680,16,0,A
21533,51,Female,34,23,9,15,Premium,Annual,429,7,0,A
21534,57,Female,44,2,1,18,Standard,Quarterly,724,26,0,A
21535,24,Female,53,1,10,26,Standard,Annual,841,6,1,A
21536,56,Female,57,26,8,18,Standard,Monthly,773,16,1,A
21537,64,Female,35,9,0,3,Basic,Annual,402,3,0,B
21538,57,Male,51,18,0,0,Premium,Monthly,147,3,0,B
21539,46,Male,56,25,1,15,Basic,Quarterly,559,15,0,A
21540,28,Male,51,27,1,13,Premium,Monthly,286,8,0,B
21541,52,Female,12,10,4,12,Basic,Monthly,795,24,0,A
21542,36,Female,33,11,5,3,Basic,Annual,816,19,0,B
21543,46,Female,28,12,5,17,Basic,Monthly,761,12,1,B
21544,41,Female,4,11,6,5,Basic,Quarterly,370,27,0,B
21545,48,Male,38,11,4,30,Premium,Annual,222,8,0,B
21546,30,Male,4,29,5,10,Premium,Monthly,170,20,0,A
21547,53,Male,54,29,0,3,Basic,Annual,618,14,0,A
21548,44,Female,34,22,4,14,Basic,Annual,765,25,0,A
21549,48,Male,26,1,5,9,Premium,Annual,268,1,1,B
21550,35,Male,35,15,6,1,Standard,Monthly,163,19,0,B
21551,61,Male,48,3,10,17,Standard,Quarterly,134,4,1,B
21552,19,Female,5,10,10,10,Basic,Quarterly,501,4,0,B
21553,30,Female,39,13,4,22,Premium,Monthly,385,12,1,A
21554,32,Male,39,19,3,6,Basic,Monthly,534,20,0,A
21555,41,Male,35,17,4,15,Basic,Quarterly,748,23,0,A
21556,41,Female,59,29,2,17,Basic,Monthly,872,29,0,B
21557,34,Male,51,29,8,19,Standard,Monthly,372,29,1,A
21558,39,Female,15,3,1,2,Standard,Monthly,946,30,0,A
21559,61,Female,40,26,4,19,Standard,Monthly,846,1,0,A
21560,53,Male,21,14,9,27,Standard,Annual,495,8,0,B
21561,50,Male,44,20,5,22,Premium,Quarterly,474,20,1,B
21562,52,Female,44,1,7,14,Basic,Annual,542,4,1,A
21563,22,Male,4,29,3,10,Standard,Annual,257,18,0,A
21564,25,Female,49,14,7,5,Basic,Monthly,298,27,0,A
21565,35,Male,18,11,9,21,Premium,Quarterly,343,1,0,A
21566,63,Male,55,19,7,5,Basic,Annual,443,7,0,B
21567,28,Male,60,6,1,5,Premium,Monthly,190,3,0,B
21568,59,Male,21,11,8,1,Basic,Annual,332,29,0,A
21569,29,Male,23,17,8,14,Standard,Quarterly,723,16,0,A
21570,53,Male,54,28,9,30,Basic,Annual,638,27,1,B
21571,19,Female,31,25,1,0,Premium,Annual,565,13,0,B
21572,42,Female,17,5,6,23,Standard,Annual,112,24,1,B
21573,56,Female,49,6,4,9,Premium,Monthly,777,26,0,A
21574,55,Female,16,17,6,30,Standard,Annual,735,16,0,A
21575,40,Female,42,16,5,4,Standard,Annual,782,29,0,A
21576,58,Female,30,23,8,1,Premium,Annual,656,2,0,B
21577,63,Female,36,29,7,4,Basic,Monthly,524,25,0,B
21578,33,Female,54,18,6,25,Basic,Annual,658,16,1,A
21579,40,Male,29,12,6,14,Basic,Monthly,149,21,0,B
21580,51,Female,8,6,6,5,Premium,Quarterly,848,16,0,B
21581,63,Female,20,13,1,8,Basic,Quarterly,275,13,0,A
21582,57,Male,3,9,5,11,Basic,Quarterly,931,6,0,A
21583,27,Female,1,15,3,26,Standard,Monthly,664,25,1,B
21584,42,Female,12,16,5,3,Premium,Annual,812,1,0,B
21585,30,Female,5,14,6,20,Basic,Quarterly,269,25,0,B
21586,56,Male,40,3,4,21,Basic,Quarterly,857,12,1,B
21587,49,Male,51,24,9,14,Premium,Quarterly,383,8,0,B
21588,58,Male,56,22,1,28,Basic,Monthly,228,11,0,A
21589,34,Male,7,28,2,11,Basic,Annual,440,20,0,A
21590,36,Male,9,23,8,18,Basic,Annual,606,8,0,B
21591,30,Male,30,19,4,2,Basic,Quarterly,368,3,0,B
21592,44,Female,21,30,1,14,Premium,Annual,653,6,0,A
21593,33,Female,59,1,6,8,Basic,Annual,557,9,0,B
21594,35,Female,49,2,10,29,Premium,Monthly,749,19,1,B
21595,18,Female,18,11,5,15,Standard,Monthly,252,30,0,A
21596,21,Male,15,6,3,1,Standard,Monthly,804,7,0,A
